user,machine,session_start,session_end,log_file
20d8049712498ad1e232,cheyenne,2019-10-17 09:04:13,2019-10-17 11:04:20,3aebf8397c312169a649
20d8049712498ad1e232,cheyenne,2019-10-18 16:40:04,2019-10-18 16:42:08,0af27edd1d54f8f64735
20d8049712498ad1e232,cheyenne,2019-10-18 11:44:28,2019-10-18 12:18:35,044c2c11e5ebf6972a1d
20d8049712498ad1e232,cheyenne,2019-10-17 15:42:48,2019-10-17 15:46:53,2055777649346c360841
20d8049712498ad1e232,cheyenne,2019-10-17 15:48:52,2019-10-17 15:57:59,84be1d0c9fab13fcd4c1
20d8049712498ad1e232,cheyenne,2019-10-18 14:39:19,2019-10-18 16:39:25,215261cc5a1f818ca22e
20d8049712498ad1e232,cheyenne,2019-10-18 09:55:50,2019-10-18 10:02:57,2362cef506097e97bfdb
20d8049712498ad1e232,cheyenne,2019-10-17 21:13:51,2019-10-17 23:14:18,0f96e224c917313254b2
20d8049712498ad1e232,cheyenne,2019-10-16 13:41:02,2019-10-16 15:41:13,da42d3c03085cd29ffa0
20d8049712498ad1e232,cheyenne,2019-10-17 11:05:11,2019-10-17 13:05:23,f6bb9eac9b6466c1c022
20d8049712498ad1e232,cheyenne,2019-10-17 16:38:51,2019-10-17 18:39:26,26cbe7346a6dff1b13eb
20d8049712498ad1e232,cheyenne,2019-10-16 15:42:01,2019-10-16 17:13:26,40c9693e729a9e61aca2
20d8049712498ad1e232,cheyenne,2019-10-18 08:26:40,2019-10-18 09:51:46,1eb9382d84f00a8579e4
20d8049712498ad1e232,cheyenne,2019-10-18 12:19:55,2019-10-18 12:19:57,f56230fb4454f28a37ba
20d8049712498ad1e232,cheyenne,2019-10-18 13:33:31,2019-10-18 14:34:00,9a54a3ce129688a4be21
20d8049712498ad1e232,cheyenne,2019-10-18 16:45:55,2019-10-18 17:15:16,da7bd7065469f611d166
20d8049712498ad1e232,cheyenne,2019-10-16 13:13:49,2019-10-16 13:22:20,fa26cc48e50668215939
20d8049712498ad1e232,cheyenne,2019-10-17 13:17:39,2019-10-17 14:42:14,9d6165b74253bff837aa
20d8049712498ad1e232,cheyenne,2019-10-17 14:49:32,2019-10-17 14:58:41,00052d17969d5aebc8d8
20d8049712498ad1e232,cheyenne,2019-10-18 12:24:30,2019-10-18 13:30:21,7bd8bef445de9bfed646
20d8049712498ad1e232,cheyenne,2019-10-18 22:00:48,2019-10-19 00:01:07,8097e0a1066ce108d8d3
20d8049712498ad1e232,cheyenne,2019-10-18 10:04:35,2019-10-18 11:33:15,e5c6c734ab35e6fc2960
20d8049712498ad1e232,cheyenne,2019-10-18 17:16:55,2019-10-18 19:17:09,7c6337a165daa13b94c1
20d8049712498ad1e232,cheyenne,2019-10-18 11:34:11,2019-10-18 11:42:17,7e57fdb9f5a8441be69b
20d8049712498ad1e232,cheyenne,2019-10-17 15:58:59,2019-10-17 16:36:59,37bad6a9fb74809f6f50
595ae044506bba88115a,cheyenne,2019-09-21 08:51:45,2019-09-21 10:51:45,0e8913874b27f77bfc57
defb05b8c72edfd947e1,cheyenne,2019-09-20 13:57:17,2019-09-20 15:38:42,dfcd0726dda90a8d30ea
defb05b8c72edfd947e1,cheyenne,2019-10-16 15:18:22,2019-10-16 16:40:45,67e0cd1cf676a70ca472
defb05b8c72edfd947e1,cheyenne,2019-10-02 13:40:16,2019-10-02 15:08:56,636442d0049344693a4f
defb05b8c72edfd947e1,cheyenne,2019-07-11 11:44:31,2019-07-11 13:17:05,9fd489e1f84f53327e01
defb05b8c72edfd947e1,cheyenne,2019-07-18 11:36:07,2019-07-18 11:38:13,91edf97917bfef5f5ea1
defb05b8c72edfd947e1,cheyenne,2019-09-19 09:46:24,2019-09-19 11:47:10,8ea6f9f653a17db68c2f
defb05b8c72edfd947e1,cheyenne,2019-09-24 12:32:18,2019-09-24 15:32:35,11e8a4da5974b6494fb1
defb05b8c72edfd947e1,cheyenne,2019-07-18 12:03:42,2019-07-18 12:17:37,2fbaf0a69120496ab716
defb05b8c72edfd947e1,casper,2019-09-18 11:05:53,2019-09-18 11:14:30,8de6e00779b8f132e4d4
defb05b8c72edfd947e1,cheyenne,2019-07-18 13:27:58,2019-07-18 15:28:14,b9e2ec1edf07da6fc920
defb05b8c72edfd947e1,cheyenne,2019-07-19 12:25:46,2019-07-19 12:27:52,f34491671266c43b54ae
defb05b8c72edfd947e1,cheyenne,2019-09-27 11:19:39,2019-09-27 11:55:02,534d599f7ec24ff44d9c
defb05b8c72edfd947e1,cheyenne,2019-09-17 10:46:21,2019-09-17 11:14:40,9b2303b418b852a0cc06
defb05b8c72edfd947e1,cheyenne,2019-07-15 13:06:51,2019-07-15 15:07:11,54aa2a69521fd2721bb9
defb05b8c72edfd947e1,cheyenne,2019-09-30 13:04:06,2019-09-30 14:36:55,e6f15d7672f9e0cd4c60
defb05b8c72edfd947e1,cheyenne,2019-07-10 17:10:22,2019-07-10 17:17:59,fc725504e1e3d398c258
defb05b8c72edfd947e1,cheyenne,2019-09-24 10:26:14,2019-09-24 12:26:28,b59d8cfca934e11fcbac
defb05b8c72edfd947e1,cheyenne,2019-07-18 09:12:23,2019-07-18 09:33:57,819bff0f5a85bdefc01a
defb05b8c72edfd947e1,cheyenne,2019-07-16 10:27:20,2019-07-16 10:36:13,2fb3e9521fe82c65cb80
defb05b8c72edfd947e1,cheyenne,2019-07-17 10:39:11,2019-07-17 14:44:02,651aa20158cba20e4ec3
defb05b8c72edfd947e1,cheyenne,2019-07-15 15:08:55,2019-07-15 16:20:00,7a3759a064cc0b94afdf
defb05b8c72edfd947e1,cheyenne,2019-09-20 15:55:49,2019-09-20 16:51:16,d13bc1d451453f4c77aa
defb05b8c72edfd947e1,cheyenne,2019-09-25 09:57:22,2019-09-25 13:57:27,304bdaa87d55a54bc6fb
defb05b8c72edfd947e1,cheyenne,2019-07-30 14:43:45,2019-07-30 16:43:44,7072193403de9b2f8b61
defb05b8c72edfd947e1,cheyenne,2019-09-23 11:00:56,2019-09-23 11:01:02,8583829b5be887363a7a
defb05b8c72edfd947e1,cheyenne,2019-10-18 10:38:34,2019-10-18 11:39:28,5a900408d5f65b3e7a3d
defb05b8c72edfd947e1,cheyenne,2019-09-26 11:38:33,2019-09-26 12:05:29,5a733067803286eed989
defb05b8c72edfd947e1,cheyenne,2019-07-16 10:37:38,2019-07-16 13:13:16,7ad8302b9637c7cf9d1e
defb05b8c72edfd947e1,cheyenne,2019-07-10 10:47:59,2019-07-10 16:48:40,6b81367ce961665f6b17
defb05b8c72edfd947e1,cheyenne,2019-09-23 11:28:56,2019-09-23 13:30:06,972de3248efc4b299a5f
defb05b8c72edfd947e1,cheyenne,2019-07-18 12:43:08,2019-07-18 12:43:23,0fe298c17a33937903c1
defb05b8c72edfd947e1,cheyenne,2019-09-20 09:54:56,2019-09-20 13:56:14,076999f61b61788c5391
92e6a274a293b4e8c415,casper,2019-09-20 09:52:38,2019-09-20 11:58:03,60e5a5eb08f1c88a1289
92e6a274a293b4e8c415,casper,2019-10-07 11:43:00,2019-10-07 13:39:59,655845cbbbb842974306
92e6a274a293b4e8c415,cheyenne,2019-09-17 20:28:21,2019-09-17 22:28:17,fceb4935161bd0cf63c8
92e6a274a293b4e8c415,casper,2019-10-07 13:48:27,2019-10-07 14:04:09,f6212f2d1fbdb73211dd
92e6a274a293b4e8c415,cheyenne,2019-09-18 09:23:33,2019-09-18 10:03:26,9a8b936baf2089736a65
92e6a274a293b4e8c415,casper,2019-09-19 09:46:12,2019-09-19 15:50:55,9b455090ffa796dc9f7b
92e6a274a293b4e8c415,cheyenne,2019-10-07 11:38:44,2019-10-07 11:42:25,8cc8d236eb1cdf60d416
92e6a274a293b4e8c415,cheyenne,2019-10-01 08:43:53,2019-10-01 08:48:44,63f38ad293cccc085308
92e6a274a293b4e8c415,casper,2019-09-20 12:25:04,2019-09-20 13:03:11,3df17b54a8a57a47a121
2631e0af27c68631dd05,cheyenne,2019-09-18 09:02:23,2019-09-18 11:03:22,89a06357ffa9fc83f9b4
e3df06d35161f245cf5a,casper,2019-10-15 22:27:01,2019-10-16 00:25:11,5062f5619beef6440605
e3df06d35161f245cf5a,cheyenne,2019-09-22 22:30:43,2019-09-22 22:38:28,f7dfb68f929ed83947c1
e3df06d35161f245cf5a,casper,2019-10-07 10:10:09,2019-10-07 14:53:56,183e1f01c5b99b5a08b5
e3df06d35161f245cf5a,casper,2019-10-06 00:00:24,2019-10-06 01:31:27,d790991f7877ee6954dd
e3df06d35161f245cf5a,cheyenne,2019-07-19 10:54:53,2019-07-19 12:55:52,43577684f233f541c438
e3df06d35161f245cf5a,cheyenne,2019-09-15 09:49:11,2019-09-15 11:49:20,5df84370118480987c7b
e3df06d35161f245cf5a,cheyenne,2019-09-16 11:12:26,2019-09-16 11:31:57,0a26766725cc6e44880a
e3df06d35161f245cf5a,cheyenne,2019-09-25 23:01:16,2019-09-26 01:02:00,21ec9e347602b221c536
e3df06d35161f245cf5a,casper,2019-10-03 11:18:39,2019-10-03 12:34:42,f84a2a3c0a482853a442
e3df06d35161f245cf5a,cheyenne,2019-09-18 20:37:54,2019-09-18 21:07:58,a7963792babc09429b40
e3df06d35161f245cf5a,cheyenne,2019-07-20 21:28:38,2019-07-20 23:28:56,77999bba1ad6e637c16f
e3df06d35161f245cf5a,cheyenne,2019-09-16 09:55:25,2019-09-16 11:06:59,6f05509ff63e46347733
e3df06d35161f245cf5a,cheyenne,2019-09-18 15:01:41,2019-09-18 15:44:56,a4bde84efc0c02dbeaa1
e3df06d35161f245cf5a,casper,2019-10-03 14:38:49,2019-10-03 14:39:05,a21882b35a0455a91e66
e3df06d35161f245cf5a,cheyenne,2019-07-20 23:31:07,2019-07-21 01:31:20,8a5ff0c0bda1c3b67e4f
e3df06d35161f245cf5a,cheyenne,2019-10-05 18:50:31,2019-10-05 21:44:44,a4275ffe8d49216084dd
e3df06d35161f245cf5a,casper,2019-10-06 09:14:06,2019-10-06 10:37:56,469a46b159fe162a5578
e3df06d35161f245cf5a,cheyenne,2019-09-18 15:48:22,2019-09-18 17:29:40,c0fe11af970b053c7570
e3df06d35161f245cf5a,cheyenne,2019-09-23 21:08:37,2019-09-23 21:58:19,25c95926fcb657e5ab87
e3df06d35161f245cf5a,cheyenne,2019-09-20 19:55:03,2019-09-20 19:55:04,85846b2dd34b50106a8f
e3df06d35161f245cf5a,casper,2019-09-29 17:18:50,2019-09-29 17:55:22,5295bdec0df2ee5e34ef
e3df06d35161f245cf5a,casper,2019-10-03 08:25:18,2019-10-03 10:02:05,7708f3b6a9b31916d872
e3df06d35161f245cf5a,cheyenne,2019-07-22 12:38:11,2019-07-22 16:38:54,e888e6a30b2dc59b658e
e3df06d35161f245cf5a,cheyenne,2019-09-09 14:52:00,2019-09-09 16:52:16,83ab84eeda021f3d3539
e3df06d35161f245cf5a,cheyenne,2019-09-10 15:28:59,2019-09-10 17:29:02,4ba7b389ed863d7bc3ab
e3df06d35161f245cf5a,casper,2019-10-09 10:09:49,2019-10-09 12:03:40,e621937f582933bb9ae9
e3df06d35161f245cf5a,cheyenne,2019-09-20 20:03:23,2019-09-20 21:28:24,9d8dae4c542f9e340653
e3df06d35161f245cf5a,casper,2019-10-18 09:22:01,2019-10-18 10:19:11,036ccb11e5d3f58775f0
e3df06d35161f245cf5a,cheyenne,2019-09-21 20:35:32,2019-09-21 22:35:51,d36a203561a4915882c2
e3df06d35161f245cf5a,cheyenne,2019-10-19 21:52:41,2019-10-19 23:52:57,ef79c76b9c02882f87c6
e3df06d35161f245cf5a,cheyenne,2019-09-26 10:51:29,2019-09-26 12:52:17,27c0189d72a52f5ee4c5
e3df06d35161f245cf5a,cheyenne,2019-07-20 15:36:24,2019-07-20 19:37:07,d503043792d579f2f161
e3df06d35161f245cf5a,casper,2019-10-17 00:25:24,2019-10-17 01:48:41,e48647fae501f1e81743
e3df06d35161f245cf5a,cheyenne,2019-10-05 21:45:21,2019-10-06 01:45:33,3acdc9a67f9b51abbc2f
e3df06d35161f245cf5a,cheyenne,2019-10-17 12:31:32,2019-10-17 14:31:42,add2d8d9583bb6e6dca2
e3df06d35161f245cf5a,cheyenne,2019-10-18 13:35:30,2019-10-18 14:32:09,b274112b408954d6e001
e3df06d35161f245cf5a,cheyenne,2019-08-30 14:14:01,2019-08-30 14:30:06,2ced6c7ee965438379b3
e3df06d35161f245cf5a,cheyenne,2019-09-25 21:00:36,2019-09-25 23:00:39,4420a72c68973957307c
e3df06d35161f245cf5a,cheyenne,2019-08-25 23:21:02,2019-08-26 01:21:12,9eafbf34231333429525
e3df06d35161f245cf5a,casper,2019-10-11 09:57:43,2019-10-11 11:38:45,7565904d0119b91df9dc
e3df06d35161f245cf5a,cheyenne,2019-08-01 16:31:14,2019-08-01 21:31:21,ddd68c20bbfd29357ff4
e3df06d35161f245cf5a,cheyenne,2019-08-20 18:11:02,2019-08-20 18:11:13,0bafb0f434458145fc0f
e3df06d35161f245cf5a,cheyenne,2019-10-17 09:43:10,2019-10-17 11:44:21,f2105889c5ccbaba36ec
e3df06d35161f245cf5a,cheyenne,2019-08-24 13:23:50,2019-08-24 15:24:14,a6f96ee83afd889d85a0
e3df06d35161f245cf5a,cheyenne,2019-10-18 17:25:50,2019-10-18 19:26:04,b134eacf9278e2fe1ce7
e3df06d35161f245cf5a,cheyenne,2019-08-30 14:42:46,2019-08-30 15:21:46,cfb2b02fdbe41c07a2f5
e3df06d35161f245cf5a,cheyenne,2019-09-22 00:19:11,2019-09-22 02:19:35,1d6e5ec9ad1ecf582627
e3df06d35161f245cf5a,cheyenne,2019-09-18 17:38:18,2019-09-18 19:38:56,7d8df50f2006e5d401f4
e3df06d35161f245cf5a,cheyenne,2019-09-20 16:58:28,2019-09-20 17:41:24,25f7558747399332037b
e3df06d35161f245cf5a,cheyenne,2019-09-22 20:34:13,2019-09-22 21:27:29,3ac39cba2e693a0ea3d5
e3df06d35161f245cf5a,cheyenne,2019-09-22 22:39:42,2019-09-23 00:26:45,f139d360b26a0e6a0476
e3df06d35161f245cf5a,cheyenne,2019-07-18 17:32:48,2019-07-18 18:39:27,e34de50b8d51a7d30480
e3df06d35161f245cf5a,cheyenne,2019-09-13 13:08:02,2019-09-13 15:08:08,77ccecbdb4c753225adb
e3df06d35161f245cf5a,cheyenne,2019-09-16 12:07:28,2019-09-16 12:40:56,e2eec3ca029b93c3c42c
e3df06d35161f245cf5a,cheyenne,2019-09-17 14:21:41,2019-09-17 16:21:49,2c7adbb0958929385317
e3df06d35161f245cf5a,cheyenne,2019-10-18 13:09:58,2019-10-18 13:27:26,22b6c96c82c0d95a5e46
